Screen Name,Twitter ID,Tweet Count,Follower Count,Favorites Count,Friends Count,Name,Created,Language,Latitude,Longitude,Location,Party,Extension round
glpsolothurn,80323965,187,241,0,30,GLP Solothurn,10/6/09 15:08,de,47.2086574,7.5379549,Solothurn,GLP,1
glpsotbollinger,1527321150,393,91,232,164,GLP SO T.Bollinger,6/18/13 10:07,de,47.2086574,7.5379549,Solothurn,GLP,1
jcvpktsolothurn,472422839,150,158,18,47,JCVP Kt. Solothurn,1/23/12 22:56,de,47.2086574,7.5379549,Solothurn,CVP,1
jgktso,1114789069,695,397,72,729,Junge Grüne Kt SO,1/23/13 16:43,de,47.2086574,7.5379549,Solothurn,GPS,1
StrebelLuca,299328210,2479,412,1053,160,Luca Strebel,5/15/11 22:05,de,47.2086574,7.5379549,Solothurn,CVP,1
TheWini75,1373824650,106,32,0,94,Fred Wini,4/23/13 5:00,de,47.2086574,7.5379549,Solothurn,SP,1
turlesque,1918555794,83,69,0,225,Riccardo Turla,9/30/13 1:22,de,47.2086574,7.5379549,Solothurn,GPS,1
YvesDerendinger,347170146,30,75,1,66,Yves Derendinger,8/2/11 11:30,de,47.2086574,7.5379549,Solothurn,FDP,1
YvesFankhauser,317644627,1061,273,111,253,Yves Fankhauser,6/15/11 7:39,de,47.2086574,7.5379549,Solothurn,SP,1
sjboesch,487550280,140,122,6,84,Sarah Bösch ,2/9/12 13:48,de,47.4216995,9.3750801,St. Gallen,SVP,1
angelozehr,29306310,1234,582,172,673,Angelo Zehr,4/6/09 22:06,de,47.4216995,9.3750801,St. Gallen,SP,1
BDPSG,422612208,115,119,0,130,BDP St.Gallen,11/27/11 13:29,de,47.4216995,9.3750801,St. Gallen,BDP,1
benjaminschlege,220035670,139,120,4,61,Benjamin Schlegel,11/26/10 16:02,de,47.4216995,9.3750801,St. Gallen,SP,1
BorisTschirky,321475299,18,41,0,25,Boris Tschirky,6/21/11 16:49,de,47.4216995,9.3750801,St. Gallen,CVP,1
EllenCHSG,1509952110,8653,456,10919,793,Ellen Tedaldi,6/12/13 9:11,de,47.4216995,9.3750801,St. Gallen,EVP,1
hugentoblersg,167773520,1385,267,290,440,michael hugentobler,7/17/10 13:30,de,47.4216995,9.3750801,St. Gallen,CVP,1
jcvp_sg,274503546,10,80,0,44,JCVP SG,3/30/11 12:34,de,47.4216995,9.3750801,St. Gallen,SVP,1
jgrueneSG,194045640,1,73,0,4,Junge Grüne SG,9/23/10 9:02,de,47.4216995,9.3750801,St. Gallen,GPS,1
jusosg,68141375,32,223,27,40,JUSO St. Gallen,8/23/09 13:17,de,47.4216995,9.3750801,St. Gallen,SP,1
MartinWuermli,523440161,15,57,6,136,Martin Würmli,3/13/12 16:50,de,47.4216995,9.3750801,St. Gallen,CVP,1
michaelhueppi,399298167,82,57,0,37,Michael Hüppi,10/27/11 9:00,de,47.4216995,9.3750801,St. Gallen,CVP,1
originalmitte,330247016,74,6,0,3,dasoriginaldermitte,7/6/11 10:16,de,47.4216995,9.3750801,St. Gallen,CVP,1
timrue,2336695268,2,37,1,43,Tim Rüdiger,2/10/14 13:35,de,47.4216995,9.3750801,St. Gallen,SP,1
walterlocher,259900581,36,77,1,96,Walter Locher,3/2/11 20:42,de,47.4216995,9.3750801,St. Gallen,FDP,1
SVPAargau,343311447,0,98,0,4,SVP Aargau,7/27/11 11:16,de,47.379984,8.166527,Staufen,SVP,1
ChristianAmsler,1055991817,256,459,6,811,Christian Amsler,1/2/13 20:06,de,47.73845,8.66171,Stetten,FDP,1
gehrigerg,902414491,90,328,2,1383,Georges Gehriger,10/24/12 19:03,de,47.392886,7.971289,Stüsslingen,GLP,1
FlorianTillHunz,2213956536,0,28,0,166,FlorianTillHunziker,11/25/13 11:55,de,47.373214,8.07952,Suhr,SP,1
fregazzi,991720068,332,564,2,221,Fabio Regazzi,12/5/12 20:39,it,46.818188,8.227512,Switzerland,CVP,1
reneisler,486561007,5184,1148,425,1992,René Isler,2/8/12 12:29,de,46.818188,8.227512,Switzerland,SVP,1
frederic_nouchi,154102793,548,51,10,153,Frédéric Nouchi ,6/10/10 11:12,fr,46.818188,8.227512,Switzerland,SP,1
Orion1949,49365782,52,64,0,158,Michel Farine,6/21/09 17:10,fr,46.818188,8.227512,Switzerland,SP,1
ACGraber,1351458116,29,37,0,44,Anne-Caroline Graber,4/14/13 9:33,fr,46.818188,8.227512,Switzerland,SVP,1
aticili,330429499,1545,355,1239,360,Atilla C. Cilingir,7/6/11 16:16,de,46.818188,8.227512,Switzerland,GLP,1
BDP_Rheintal,422877914,459,11,0,12,BDP-Rheintal,11/27/11 20:10,de,46.818188,8.227512,Switzerland,BDP,1
BinderMarianne,469549703,123,251,14,263,Marianne Binder,1/20/12 18:29,de,46.818188,8.227512,Switzerland,CVP,1
Cedric_A_Anker,334758027,61,40,8,142,Cédric André Anker,7/13/11 16:34,fr,46.818188,8.227512,Switzerland,SVP,1
christamutter,251215698,133,192,14,153,christa mutter,2/12/11 17:43,de,46.818188,8.227512,Switzerland,GPS,1
ChristinaS20,1428216948,503,96,210,343,Christina S.,5/14/13 16:17,de,46.818188,8.227512,Switzerland,GLP,1
cyberfox59,222513464,1275,144,127,396,Michael Heinz Rohrer,12/3/10 16:55,fr,46.818188,8.227512,Switzerland,BDP,1
cyrillbolliger,293927436,986,262,223,360,Cyrill Bolliger,5/6/11 6:55,de,46.818188,8.227512,Switzerland,GPS,1
dasNils,476737421,37,13,0,40,Nils Jocher,1/28/12 12:47,de,46.818188,8.227512,Switzerland,SP,1
davidgaraventa,122092420,119,24,0,27,David Garaventa,3/11/10 15:26,de,46.818188,8.227512,Switzerland,EVP,1
DeGauCHe,143471740,1208,683,2,387,Charpié Frédéric,5/13/10 15:14,fr,46.818188,8.227512,Switzerland,RL,1
EDUSchweiz,297862387,534,156,63,18,EDU Schweiz,5/13/11 7:39,de,46.818188,8.227512,Switzerland,RR,1
Emei21,110142357,7,18,0,26,Esther Meier,1/31/10 13:55,de,46.818188,8.227512,Switzerland,GPS,1
Evar100,221125750,311,115,105,520,Evaristo Roncelli,11/29/10 20:25,it,46.818188,8.227512,Switzerland,SP,1
FrancoisBosson,370342030,20,133,0,203,François Bosson,9/8/11 21:24,fr,46.818188,8.227512,Switzerland,CVP,1
gaynossInnen,194901230,325,768,28,80,GaynossInnen JUSO,9/25/10 8:02,de,46.818188,8.227512,Switzerland,SP,1
ginny_139,712258374,18,154,11,213,Virginia Koepfli,7/23/12 11:18,de,46.818188,8.227512,Switzerland,SP,1
hedilamnna,1002663290,2121,183,1023,172,Hedi Lamanna,12/10/12 22:04,de,46.818188,8.227512,Switzerland,FDP,1
ibelep,1250938993,61,14,4,58,Patrick Ibele,3/8/13 6:32,de,46.818188,8.227512,Switzerland,FDP,1
IHSUDG,2340000259,2,2,0,54,Milan Blagojevic,2/12/14 8:39,de,46.818188,8.227512,Switzerland,FDP,1
JBDP_CH,891665384,152,249,24,108,Junge BDP,10/19/12 19:29,de,46.818188,8.227512,Switzerland,BDP,1
jcvpsz,1250025740,26,76,17,57,JCVP Schwyz,3/7/13 20:50,de,46.818188,8.227512,Switzerland,CVP,1
Jungfreisinnige,141551329,360,1155,3,23,Jungfreisinnige CH,5/8/10 11:12,de,46.818188,8.227512,Switzerland,FDP,1
Kachelmann,102911449,28307,19804,5577,163,Jörg Kachelmann,1/8/10 6:55,de,46.818188,8.227512,Switzerland,CVP,1
KevinAK03,1238751432,12,17,0,71,Kevin K. ,3/3/13 12:23,fr,46.818188,8.227512,Switzerland,FDP,1
LeManu71,28755167,236,201,0,109,Manuel Donze,4/4/09 6:44,fr,46.818188,8.227512,Switzerland,CVP,1
LorenzBoesch,93370766,273,240,97,374,Lorenz Bösch,11/29/09 10:09,de,46.818188,8.227512,Switzerland,CVP,1
ManuelCadonau,244326458,2041,2611,805,1911,Manuel Cadonau,1/29/11 2:06,de,46.818188,8.227512,Switzerland,SVP,1
MarianneMeister,964618177,20,43,0,136,Marianne Meister,11/22/12 17:07,de,47.622664,8.939597,Switzerland,FDP,1
Martin_Kaegi,2220023376,32,11,7,120,Martin Kägi,11/28/13 16:35,de,46.818188,8.227512,Switzerland,FDP,1
Mirco_Wuergler,16828831,11,32,1,85,Mirco Würgler,10/17/08 18:54,it,46.818188,8.227512,Switzerland,SVP,1
muellernicola,722021454,122,64,48,197,Nicola Müller,7/28/12 11:41,de,46.818188,8.227512,Switzerland,SP,1
nilsmanuelseitz,231546115,25,37,38,75,Nils Manuel Seitz,12/28/10 20:46,de,46.818188,8.227512,Switzerland,SP,1
Oberholzer1,389958155,235,137,14,252,Oberholzer,10/13/11 7:42,fr,46.818188,8.227512,Switzerland,SP,1
OskarFreysinger,1277895559,43,1758,0,75,Oskar Freysinger,3/18/13 14:26,fr,46.818188,8.227512,Switzerland,SVP,1
PaulAndreRoux,305805901,8,209,0,52,Paul-Andre Roux,5/26/11 20:33,fr,46.818188,8.227512,Switzerland,CVP,1
PDCVr,171511567,926,726,0,37,PDC Valais romand,7/27/10 14:30,fr,46.818188,8.227512,Switzerland,CVP,1
phil_ruckstuhl,288189494,6,5,0,10,Philipp Ruckstuhl,4/26/11 11:59,de,46.818188,8.227512,Switzerland,CVP,1
politmga1,2282629668,203,55,24,315,politmga,1/8/14 21:13,fr,46.818188,8.227512,Switzerland,GPS,1
quentin_krattig,426866673,693,275,220,805,Quentin Krattiger,12/2/11 20:12,fr,46.818188,8.227512,Switzerland,BDP,1
schumi_schweiz,27414946,169,97,4,113,Jürg Schumacher,3/29/09 12:04,de,46.818188,8.227512,Switzerland,BDP,1
svinf,477907955,1450,386,34,452,Sven Infanger,1/29/12 18:04,de,46.818188,8.227512,Switzerland,FDP,1
sylvieguillaume,167328296,2596,3033,29,918,Sylvie Guillaume,7/16/10 8:52,fr,47.595798,8.784022,Switzerland,SP,1
UDCch,574309712,18,65,0,73,UDC Suisse,5/8/12 8:34,fr,46.818188,8.227512,Switzerland,SVP,1
werthomas,82623765,21,17,2,37,Thomas Werner,10/15/09 14:02,de,46.818188,8.227512,Switzerland,SVP,1
wittwermarcel,81696256,76,43,2,73,Marcel Wittwer,10/11/09 22:08,de,46.818188,8.227512,Switzerland,RR,1
YvanBotteron,207037466,181,80,0,69,Yvan Botteron,10/24/10 11:02,fr,46.818188,8.227512,Switzerland,FDP,1
Yvette67Yvette,1017350089,69,454,3,146,Yvette Estermann,12/17/12 12:15,de,46.818188,8.227512,Switzerland,SVP,1
ThomasRauber,313984640,208,122,30,255,Thomas Rauber,6/9/11 14:42,de,46.81843,7.2133,Tafers,CVP,1
Calame_Thonex,1264887348,166,89,1,56,Philippe Calame,3/13/13 16:41,fr,46.1864014,6.1897202,Thônex,CVP,1
carlosreinhard,55478449,693,441,3,544,Carlos Reinhard,7/10/09 5:14,de,46.7484284,7.6262985,Thun,FDP,1
fdpthun,219587038,31,51,0,37,FDP Thun,11/25/10 8:24,de,46.7484284,7.6262985,Thun,FDP,1
JanicStalder,592865559,45,18,4,62,Janic Stalder,5/28/12 14:45,de,46.7484284,7.6262985,Thun,FDP,1
LukasLanzrein,114183852,783,432,1,944,Lukas Lanzrein,2/14/10 12:50,de,46.7484284,7.6262985,Thun,SVP,1
roman_gugger,64721779,1621,608,279,1124,✰ Roman Gugger,8/11/09 14:05,de,46.7484284,7.6262985,Thun,GPS,1
thunomania,98179813,280,145,2,133,Andreas Kübli,12/20/09 18:37,de,46.7484284,7.6262985,Thun,GLP,1
JCVP_Thurgau,261796468,499,168,21,148,Junge CVP Thurgau,3/6/11 18:37,de,47.6037856,9.0557371,Thurgau,CVP,1
JusoThurgau,22845415,54,276,1,22,Juso Thurgau,3/4/09 22:24,de,47.6037856,9.0557371,Thurgau,SP,1
svptg,27109773,329,306,4,77,SVP Thurgau,3/27/09 22:04,de,47.6037856,9.0557371,Thurgau,SVP,1
GemmadUrso,514444508,10,44,0,50,Gemma d'Urso,3/4/12 15:16,it,46.331734,8.8004529,Ticino,SP,1
GLR_T,125399619,46,164,1,8,GiovaniLiberali GLRT,3/22/10 17:49,it,46.331734,8.8004529,Ticino,FDP,1
JUSO_TI,314613326,5,64,0,4,Gioventù socialista,6/10/11 14:53,it,46.331734,8.8004529,Ticino,SP,1
normangobbi,114168255,1636,1708,124,122,Norman Gobbi,2/14/10 11:21,it,46.331734,8.8004529,Ticino,RR,1
fredglassey,56964852,1046,534,40,785,Frédéric Glassey / F,7/15/09 8:32,fr,46.5053291,6.4742599,Tolochenaz,FDP,1
suissepad,250087179,1618,494,43,521,Pascal Dubosson,2/10/11 11:49,fr,46.236478,6.8623492,Troistorrents,CVP,1
ZengerAnna,2283758557,6,16,2,26,Annekäthi Zenger,1/9/14 15:43,de,46.7733151,7.5741788,Uetendorf,GPS,1
messerlik,198771635,1,2,0,4,Kurt Messerli,10/5/10 5:52,de,47.3869051,8.4254167,Urdorf,SVP,1
jf_uri,550902256,166,168,1,327,Jungfreisinnige Uri,4/11/12 11:12,de,46.7738629,8.6025153,Uri,FDP,1
feldmann_uster,194554762,1289,393,2,60,Stefan Feldmann,9/24/10 12:33,de,47.3484905,8.7175286,Uster,SP,1
Schneimere,1426055527,335,266,39,282,Meret Schneider,5/13/13 18:02,de,47.3484905,8.7175286,Uster,GPS,1
TPedrazzoli,447286632,11,9,0,2,Thomas Pedrazzoli,12/26/11 18:25,de,47.3484905,8.7175286,Uster,FDP,1
markus_jlehmann,2341228432,25,11,18,26,Markus Lehmann,2/13/14 12:37,de,47.1278999,7.55825,Utzenstorf,SVP,1
BornHansUlrich,374043081,301,25,15,59,Hansueli Born,9/15/11 16:18,de,46.960562,7.565915,Utzigen,SVP,1
IgnazBearth,533600766,5,10,0,10,Ignaz Bearth,3/22/12 21:17,de,47.437051,9.13332,Uzwil,RR,1
FDP_Uzwil,1357581404,2,5,0,6,FDP Uzwil,4/16/13 18:33,de,47.437051,9.13332,Uzwil,FDP,1
jnbovard,464119567,33,2,0,8,Jean-Noël Bovard,1/14/12 21:32,fr,46.918015,6.58181,Val-de-Travers,SP,1
LebelCalame,399924580,373,132,2,133,Johanne Lebel Calame,10/28/11 7:41,fr,46.918015,6.58181,Val-de-Travers,SP,1
PLRVdT,524196941,162,14,3,707,PLR Val-de-Travers,3/14/12 9:46,fr,46.918015,6.58181,Val-de-Travers,FDP,1
ajrac1,141148080,736,150,14,85,Alexandre Cipolla,5/7/10 8:58,fr,46.1904614,7.5449226,Valais,SVP,1
Berkahal,122028179,64,50,1,121,Sauthier Flavien ,3/11/10 10:43,fr,46.2094269,7.6059422,Valais,CVP,1
cvpoberwallis,1249664444,1,41,0,29,CVP Oberwallis,3/7/13 17:45,de,46.2094269,7.6059422,Valais,CVP,1
jdcvalaisromand,267072329,69,370,1,135,jdcvalaisromand,3/16/11 8:38,fr,46.1904614,7.5449226,Valais,CVP,1
LaGaucheVsr,217128661,2,127,0,254,La Gauche Atltern.,11/18/10 17:22,fr,46.2094269,7.6059422,Valais,RL,1
lucien_c,126733456,2618,580,12,910,Lucien,3/26/10 20:37,fr,46.1904614,7.5449226,Valais,CVP,1
mariebender,54348165,20189,1950,48,1008,Marie P Bender,7/6/09 22:02,fr,46.1904614,7.5449226,Valais,RL,1
SPOberwallis,350890470,0,20,0,2,SP Oberwallis,8/8/11 13:32,de,46.1904614,7.5449226,Valais,SP,1
stephaneveya,267114741,47,256,0,118,Stéphane Veya,3/16/11 10:43,fr,46.1904614,7.5449226,Valais,CVP,1
BonifazK,1004437802,963,70,2,418,Bonifaz Kühne,12/11/12 17:03,de,46.969373,9.48177,Valens,SVP,1
barrylopez,31134998,4044,761,15,1274,Barry Lopez,4/14/09 14:36,fr,46.71242,6.37965,Vallorbe,FDP,1
ronazacharias,1014936704,16,36,0,91,ZACHARIAS Ronald,12/16/12 10:43,fr,46.2212982,6.2021499,Vandœuvres,RR,1
JeunesUDCVaud,557802414,313,415,34,285,Jeunes UDC Vaud,4/19/12 13:37,fr,46.635696,6.532072,Vaud,SVP,1
JLRVaud,160474160,790,572,1,409,JLRV,6/28/10 7:57,fr,46.5613135,6.536765,Vaud,FDP,1
JSVaud,491614610,284,713,39,622,Jeune Socialiste VD,2/13/12 20:42,fr,46.5613135,6.536765,Vaud,SP,1
UDCVaud,1091448444,41,179,0,115,UDCVaud,1/15/13 8:51,fr,46.635696,6.532072,Vaud,SVP,1
VeroniqueHurni,439521495,1,8,0,5,Véronique Hurni,12/17/11 22:00,fr,46.635696,6.532072,Vaud,FDP,1
VertsVD,284951778,60,270,0,11,Les Verts vaudois,4/20/11 8:01,fr,46.5613135,6.536765,Vaud,GPS,1
DAngeloVladimir,444049516,14,1,4,5,D'Angelo Vladimir,12/22/11 20:51,fr,46.4627306,6.8424313,Vevey,CVP,1
jrilliet,30179035,2264,1821,275,824,Julien Rilliet,4/10/09 7:00,fr,46.4627306,6.8424313,Vevey,SP,1
Pa8lo_gabriel,495796774,500,239,39,351,Pablo Gabriel,2/18/12 9:56,fr,46.4627306,6.8424313,Vevey,SP,1
PBD_VD_RIVIERA,2178673152,32,25,9,51,PBD_VD_RIVIERA,11/6/13 19:33,fr,46.4627306,6.8424313,Vevey,BDP,1
PLRVevey,2408578878,17,14,0,24,PLR.Vevey,3/24/14 8:02,fr,46.4627306,6.8424313,Vevey,FDP,1
CarlosA_Pena,16665813,1578,194,74,457,CarlosA_Pena,10/9/08 13:19,fr,47.3487396,7.4162102,Vicques,SP,1
dylankarlen,331653369,590,270,33,391,Dylan Karlen,7/8/11 14:23,fr,46.395401,6.92275,Villeneuve,SVP,1
NicodeAngelisVD,968635638,60,80,19,101,Nicolas de Angelis,11/24/12 19:24,fr,46.395401,6.92275,Villeneuve,SP,1
PSVilleneuve,541990922,308,149,23,201,PS Villeneuve,3/31/12 21:19,fr,46.395401,6.92275,Villeneuve,SP,1
UDCVilleneuve,599918033,172,103,8,108,UDC Villeneuve,6/5/12 7:49,fr,46.395401,6.92275,Villeneuve,SVP,1
SPVisp,486430234,74,54,3,109,SP Visp,2/8/12 8:52,de,46.2944841,7.8852075,Visp,SP,1
ThBurgener,97223692,1107,693,98,510,Thomas Burgener,12/16/09 14:52,de,46.2944841,7.8852075,Visp,SP,1
PhilippKutter,316336539,96,196,7,154,Philipp Kutter,6/13/11 9:07,de,47.2504151,8.6395061,Wädenswil,CVP,1
petarmarj,617568268,3891,1119,2496,876,Petar Marjanovic,6/24/12 23:18,de,47.123,9.3143,Walenstadt,SP,1
FdpAR,320968960,25,69,0,32,FDP.Die Liberalen AR,6/20/11 20:26,de,47.4491106,9.6028173,Walzenhausen,FDP,1
BabaSteinemann,385293664,240,255,241,239,Barbara Steinemann,10/5/11 7:24,de,47.442716,8.481454,Watt,SVP,1
BDPWeinfelden,492511027,53,31,0,34,BDP Weinfelden,2/14/12 20:12,de,47.5658661,9.1101845,Weinfelden,BDP,1
SimoneCurau,1960013784,3,18,1,24,Simone Curau-Aepli,10/14/13 6:23,de,47.5658661,9.1101845,Weinfelden,CVP,1
CVPWettingen,372993236,86,50,2,13,CVP Wettingen,9/13/11 20:05,de,47.4642156,8.3264616,Wettingen,CVP,1
MichaelMerkli,428852601,132,38,0,23,Michael Merkli,12/5/11 7:56,de,47.4642156,8.3264616,Wettingen,BDP,1
Jeanine_Glarner,124862435,186,114,1,32,Jeanine Glarner,3/20/10 20:58,de,47.4152908,8.16537,Wildegg,FDP,1
SabrinaBurgherr,387100149,163,172,8,199,Sabrina Burgherr,10/8/11 13:28,de,47.268431,8.014673,Wiliberg,SVP,1
ThomasBurgherr,353662120,268,101,0,107,Thomas Burgherr,8/12/11 12:57,de,47.268431,8.014673,Wiliberg,SVP,1
RafFischer,243694684,434,454,54,385,Raffael Fischer,1/27/11 16:23,de,47.1211763,7.9924888,Willisau,GPS,1
dieter_egli,309915281,248,206,7,122,Dieter Egli,6/2/11 21:54,de,47.479347,8.217992,Windisch,SP,1
PascalGaehler,459538626,195,119,5,157,Pascal Gähler,1/9/12 19:47,de,47.49995,8.7375646,Winterthur,FDP,1
AnnettaSteiner,355521510,23,76,3,75,AnnettaSteiner,8/15/11 13:55,de,47.49995,8.7375646,Winterthur,GLP,1
bem8400,331602947,26,98,1,25,Beat Meier,7/8/11 12:41,de,47.49995,8.7375646,Winterthur,GLP,1
bettinaschnider,2182849766,106,86,119,175,Bettina Schnider,11/8/13 20:07,de,47.49995,8.7375646,Winterthur,CVP,1
CarolaEtterGick,295860304,15,141,0,49,Carola Etter-Gick,5/9/11 19:48,de,47.49995,8.7375646,Winterthur,FDP,1
ChantalLeupi,393370031,26,57,0,48,Chantal Leupi,10/18/11 12:47,de,47.49995,8.7375646,Winterthur,SVP,1
JFwinterthur,212298304,3,80,0,43,JFW,11/5/10 17:53,de,47.49995,8.7375646,Winterthur,FDP,1
JUSOwinti,1392090636,10,36,0,30,JUSO Winterthur,4/30/13 13:46,de,47.49995,8.7375646,Winterthur,SP,1
MajaIngold,2341633765,55,75,5,44,Maja Ingold,2/13/14 8:30,de,47.49995,8.7375646,Winterthur,EVP,1
ManuelSahli,869510474,93,36,12,68,Manuel Sahli,10/9/12 8:54,de,47.49995,8.7375646,Winterthur,RL,1
MarcoFritschi,29211059,777,239,139,426,Marco Fritschi,4/6/09 14:36,de,47.49995,8.7375646,Winterthur,SP,1
matthiasgubler,209219312,71,91,19,223,Matthias Gubler,10/28/10 19:08,de,47.49995,8.7375646,Winterthur,SVP,1
yvonnegruber,499257256,80,55,42,256,Yvonne R. Gruber,2/21/12 23:08,de,47.496,8.7385,Winterthur,BDP,1
BruelisauerS,2201099955,45,91,20,232,Samuel Brülisauer,11/30/13 0:10,de,47.4626055,9.3877037,Wittenbach,SP,1
arseneperroud,562728765,66,49,1,119,Arsène Perroud,4/25/12 6:30,de,47.3519764,8.2757284,Wohlen,SP,1
leitch_frey,332844876,111,183,0,119,Thomas Leitch,7/10/11 14:38,de,47.3519764,8.2757284,Wohlen,SP,1
MeyerhansCVPSZ,285854240,124,126,1,41,MeyerhansCVPSZ,4/21/11 22:29,de,47.1954994,8.7205,Wollerau,CVP,1
familienmann,237767765,814,274,29,47,Lukas Zimmermann,1/13/11 15:50,de,46.9305476,7.5652984,Worb,EVP,1
MichelOttinger,193637327,39,33,0,39,Michel Ottinger,9/22/10 9:59,de,47.496537,9.108701,Wuppenau,SVP,1
PS_Yvonand,227414487,14,26,0,13,PS Yvonand,12/16/10 19:49,fr,46.7982374,6.7450389,Yvonand,SP,1
orianeengel,121476812,362,550,11,599,Oriane Engel,3/9/10 16:29,fr,46.331712,6.958685,Yvorne,FDP,1
ArniMarco,830417694,242,129,60,167,Marco Arni,9/18/12 5:33,de,47.2927991,7.9439368,Zofingen,GLP,1
marcelthueler,762061896,58,42,1,57,Marcel Thueler-Uhr,8/16/12 18:22,de,47.2927991,7.9439368,Zofingen,SP,1
santenen,45344464,357,229,46,226,Sascha Antenen,6/7/09 14:09,de,47.2927991,7.9439368,Zofingen,SP,1
SPZofingen,1722961586,113,63,3,233,SP Zofingen,9/2/13 17:23,de,47.2927991,7.9439368,Zofingen,SP,1
VivianeHoesli,304432144,147,105,37,141,Viviane Hösli,5/24/11 14:12,de,47.2927991,7.9439368,Zofingen,SP,1
BrunoVanoni1,627412337,44,61,5,102,Bruno Vanoni,7/5/12 14:06,de,46.9982687,7.4513233,Zollikofen,GPS,1
ChrisSchnieper,284003315,6,57,0,25,Christian Schnieper,4/18/11 12:47,de,47.1767007,8.5088658,Zug,CVP,1
DominikSZug,318969267,274,200,20,424,Dominik Schwerzmann,6/17/11 10:45,de,47.1767007,8.5088658,Zug,CVP,1
FDPStadtZug,771147476,81,68,8,42,FDP Stadt Zug,8/21/12 9:06,de,47.1767007,8.5088658,Zug,FDP,1
glp_Kanton_Zug,363111387,19,6,0,1,glp Kanton Zug,8/27/11 15:04,de,47.1767007,8.5088658,Zug,GLP,1
GregorRBruhin,320321464,256,173,1,232,Gregor R. Bruhin,6/19/11 18:13,de,47.1767007,8.5088658,Zug,SVP,1
JolandaSpiess,277636125,495,404,511,1126,Jolanda Spiess,4/5/11 19:27,de,47.1767007,8.5088658,Zug,GPS,1
JUSOZug,598713550,32,146,3,137,JUSO Zug,6/3/12 22:22,de,47.1767007,8.5088658,Zug,SP,1
levin_schmid,312181578,18,58,0,10,Levin Schmid,6/6/11 18:20,de,47.1767007,8.5088658,Zug,GPS,1
AEggenschwiler,269224674,460,58,0,194,A. Eggenschwiler,3/20/11 10:05,de,47.3686498,8.5391825,Zurich,SP,1
_Isabel_Garcia_,105872088,793,333,237,313,Isabel Garcia,1/17/10 19:42,de,47.3686498,8.5391825,Zurich,GLP,1
_Kuyper,60569382,8259,743,45,1090,Matthias Kuyper,7/27/09 11:27,de,47.3686498,8.5391825,Zurich,GLP,1
aburgerabz,22914815,3365,764,400,952,Andreas Burger,3/5/09 12:54,de,47.3686498,8.5391825,Zurich,SP,1
ADSangines,250650617,1459,536,373,449,Alan David Sangines,2/11/11 14:36,de,47.3686498,8.5391825,Zurich,SP,1
al_zuerich,377432459,502,441,7,75,Alternative Liste ZH,9/21/11 15:30,de,47.3686498,8.5391825,Zurich,RL,1
anbarrile,219076403,44,109,0,58,Angelo Barrile,11/23/10 21:31,de,47.3686498,8.5391825,Zurich,SP,1
andereggru,2169849560,12,10,3,35,Ruth Anderegg,11/2/13 8:35,de,47.3686498,8.5391825,Zurich,SP,1
AndiEgli,1933791067,6,0,0,13,Andreas Egli,10/4/13 9:55,de,47.3686498,8.5391825,Zurich,FDP,1
andreashauri,168563924,153,222,46,156,Andreas Hauri,7/20/10 7:04,de,47.3686498,8.5391825,Zurich,GLP,1
AngeloLanini,460005020,6093,351,445,1193,Angelo Lanini,1/10/12 8:43,de,47.3686498,8.5391825,Zurich,SVP,1
AreYouBilingual,182108044,45,73,6,170,Sandra Tinner,8/23/10 21:14,de,47.3686498,8.5391825,Zurich,SP,1
bapeZH,1685822016,0,6,0,31,Petra Baettig,8/20/13 13:52,de,47.3686498,8.5391825,Zurich,FDP,1
cbretscher,28367587,318,207,225,199,Christian Bretscher,4/2/09 16:24,de,47.3686498,8.5391825,Zurich,FDP,1
charli177,1967595878,13,34,0,47,Carlos Mora,10/17/13 21:06,de,47.3686498,8.5391825,Zurich,GLP,1
ChLucek,1870892838,4,15,0,9,Christian Lucek,9/16/13 9:41,de,47.3686498,8.5391825,Zurich,SVP,1
CorneliaKeller1,586382710,5,15,0,12,Cornelia Keller,5/21/12 8:52,de,47.3686498,8.5391825,Zurich,BDP,1
cortesfa,99340649,413,288,46,681,Fabian Cortesi,12/25/09 18:52,de,47.3686498,8.5391825,Zurich,GPS,1
CVP_Zuerich,2255302334,61,133,20,310,CVP Kanton Zürich,12/20/13 17:32,de,47.3686498,8.5391825,Zurich,CVP,1
CVPStadtZH,1598079632,429,108,146,78,CVP Stadt Zürich,7/16/13 10:26,de,47.3686498,8.5391825,Zurich,CVP,1
fdp_zh1,473077192,27,46,0,8,FDP Zürich 1,1/24/12 16:27,de,47.3686498,8.5391825,Zurich,FDP,1
felix_moser,372480800,607,97,74,183,Felix Moser,9/12/11 21:11,de,47.3686498,8.5391825,Zurich,GPS,1
flluethi,507992225,1227,178,386,279,Florian Lüthi,2/28/12 22:08,de,47.3686498,8.5391825,Zurich,GLP,1
g_hassla,1239880592,129,26,52,114,Lukas Baier,3/3/13 21:31,de,47.3686498,8.5391825,Zurich,SP,1
glpzh,370169491,241,281,0,47,Grünliberale Zürich,9/8/11 15:38,de,47.3686498,8.5391825,Zurich,GLP,1
huberfe,381126503,2716,254,157,251,Felix Huber,9/27/11 19:52,de,47.3686498,8.5391825,Zurich,GLP,1
jcvpZH,1142446568,196,162,30,225,Junge CVP Kt. Zürich,2/2/13 13:20,de,47.3686498,8.5391825,Zurich,CVP,1
